#: table_doi: 10.17182/hepdata.111124.v2/t4
#: name: Table 4
#: description: Corrected $m(HH)$ distribution in the resolved $4b$ signal region (dots), after the fit under the background-only hypothesis. The error bars on the $4b$ points represent the Poisson uncertainties corresponding to their event yields. The background model (teal histogram) is shown with its total post-fit uncertainty (gray band). The final bin includes overflow. Representative spin-0 signal hypotheses (dashed, dotted, and dashed-dotted lines) are overlaid, normalized to the overall expected limits on their cross-sections. The bottom panel shows the difference between the $4b$ distribution and the background model, relative to the background model. No significant excess of data relative to the SM background is observed.
#: data_file: data4_resolved_sr_postfit_corrected_mhh_spin0.yaml
#: keyword reactions: P P --> HIGGS HIGGS --> BQ BQBAR BQ BQBAR
#: keyword observables: N
#: keyword cmenergies: 13000
#: keyword phrases: Events | Proton-Proton | Events | resonance | BSM | Higgs boson | Higgs boson pair | bbbb | 4b
#: SQRT(S) [GeV],,,13000
#: LUMINOSITY [fb$^{-1}$],,,126
#: Process,,,Resolved Signal Region Data (All years combined)
Corrected $m(HH)$ [GeV],Corrected $m(HH)$ [GeV] LOW,Corrected $m(HH)$ [GeV] HIGH,Data [Events / 14.3 GeV],error +,error -
1214.25,1207.1,1221.4,2.3532,0.58042,-0.58042
1228.5500000000002,1221.4,1235.7,2.2093,0.78294,-0.78294
1242.85,1235.7,1250.0,2.3835,0.73477,-0.73477
1257.15,1250.0,1264.3,2.0207,0.73715,-0.73715
1271.4499999999998,1264.3,1278.6,1.3545,0.42556,-0.42556
1285.75,1278.6,1292.9,1.4323,0.74145,-0.74145
1300.0,1292.9,1307.1,1.9164,0.78167,-0.78167
1314.25,1307.1,1321.4,1.3549,0.74616,-0.74616
1328.5500000000002,1321.4,1335.7,0.93009,0.46808,-0.46808
1342.85,1335.7,1350.0,0.58453,0.265,-0.265
1357.15,1350.0,1364.3,0.46303,0.18981,-0.18981
1371.4499999999998,1364.3,1378.6,0.46998,0.29662,-0.29662
1385.75,1378.6,1392.9,0.43781,0.243,-0.243
1400.0,1392.9,1407.1,0.28525,0.18127,-0.18127
1414.25,1407.1,1421.4,0.32434,0.35708,-0.35708
1428.5500000000002,1421.4,1435.7,0.26469,0.11268,-0.11268
1442.85,1435.7,1450.0,1.1569,0.36334,-0.36334

#: SQRT(S) [GeV],,,13000
#: LUMINOSITY [fb$^{-1}$],,,126
#: Process,,,Scalar signal $m(X)$ = 280 GeV
Corrected $m(HH)$ [GeV],Corrected $m(HH)$ [GeV] LOW,Corrected $m(HH)$ [GeV] HIGH,Scalar signal $m(X)$ = 280 GeV
257.145,250.0,264.29,34.17
271.43,264.29,278.57,122.67
285.71500000000003,278.57,292.86,152.32
300.0,292.86,307.14,27.031
314.28499999999997,307.14,321.43,8.5045
328.57,321.43,335.71,9.5741
342.855,335.71,350.0,9.367
357.145,350.0,364.29,6.5499
371.43,364.29,378.57,5.5967
385.71500000000003,378.57,392.86,1.1265
400.0,392.86,407.14,1.1235
414.28499999999997,407.14,421.43,0.7671
428.57,421.43,435.71,0.26047
442.855,435.71,450.0,0.27819
457.145,450.0,464.29,0.55084
471.43,464.29,478.57,1.0558
485.71500000000003,478.57,492.86,-
500.0,492.86,507.14,-
514.285,507.14,521.43,-
528.5699999999999,521.43,535.71,-
542.855,535.71,550.0,-
557.145,550.0,564.29,-
571.4300000000001,564.29,578.57,-
585.715,578.57,592.86,-
600.0,592.86,607.14,-
614.285,607.14,621.43,-
628.5699999999999,621.43,635.71,-
642.855,635.71,650.0,-
657.145,650.0,664.29,-
671.4300000000001,664.29,678.57,-
685.715,678.57,692.86,-
700.0,692.86,707.14,-
714.285,707.14,721.43,-
728.5699999999999,721.43,735.71,-
742.855,735.71,750.0,-
757.145,750.0,764.29,-
771.4300000000001,764.29,778.57,-
785.715,778.57,792.86,-
800.0,792.86,807.14,-
814.285,807.14,821.43,-
828.5699999999999,821.43,835.71,-
842.855,835.71,850.0,-
857.145,850.0,864.29,-
871.4300000000001,864.29,878.57,-
885.715,878.57,892.86,-
900.0,892.86,907.14,-
914.285,907.14,921.43,-
928.5699999999999,921.43,935.71,-
942.855,935.71,950.0,-
957.145,950.0,964.29,-
971.4300000000001,964.29,978.57,-
985.715,978.57,992.86,-
999.98,992.86,1007.1,-
1014.25,1007.1,1021.4,-
1028.55,1021.4,1035.7,-
1042.85,1035.7,1050.0,-
1057.15,1050.0,1064.3,-
1071.4499999999998,1064.3,1078.6,-
1085.75,1078.6,1092.9,-
1100.0,1092.9,1107.1,-
1114.25,1107.1,1121.4,-
1128.5500000000002,1121.4,1135.7,-
1142.85,1135.7,1150.0,-
1157.15,1150.0,1164.3,-
1171.4499999999998,1164.3,1178.6,-
1185.75,1178.6,1192.9,-
1200.0,1192.9,1207.1,-
1214.25,1207.1,1221.4,-
1228.5500000000002,1221.4,1235.7,-
1242.85,1235.7,1250.0,-
1257.15,1250.0,1264.3,-
1271.4499999999998,1264.3,1278.6,-
1285.75,1278.6,1292.9,-
1300.0,1292.9,1307.1,-
1314.25,1307.1,1321.4,-
1328.5500000000002,1321.4,1335.7,-
1342.85,1335.7,1350.0,-
1357.15,1350.0,1364.3,-
1371.4499999999998,1364.3,1378.6,-
1385.75,1378.6,1392.9,-
1400.0,1392.9,1407.1,-
1414.25,1407.1,1421.4,-
1428.5500000000002,1421.4,1435.7,-
1442.85,1435.7,1450.0,-

#: SQRT(S) [GeV],,,13000
#: LUMINOSITY [fb$^{-1}$],,,126
#: Process,,,Scalar signal $m(X)$ = 400 GeV
Corrected $m(HH)$ [GeV],Corrected $m(HH)$ [GeV] LOW,Corrected $m(HH)$ [GeV] HIGH,Scalar signal $m(X)$ = 400 GeV
257.145,250.0,264.29,0.0098284
271.43,264.29,278.57,0.13839
285.71500000000003,278.57,292.86,0.19526
300.0,292.86,307.14,0.45153
314.28499999999997,307.14,321.43,0.57519
328.57,321.43,335.71,0.56956
342.855,335.71,350.0,0.48642
357.145,350.0,364.29,1.0629
371.43,364.29,378.57,5.3524
385.71500000000003,378.57,392.86,32.571
400.0,392.86,407.14,73.454
414.28499999999997,407.14,421.43,31.563
428.57,421.43,435.71,8.3787
442.855,435.71,450.0,1.7489
457.145,450.0,464.29,0.48402
471.43,464.29,478.57,0.26111
485.71500000000003,478.57,492.86,0.11981
500.0,492.86,507.14,0.10256
514.285,507.14,521.43,0.047214
528.5699999999999,521.43,535.71,0.10355
542.855,535.71,550.0,0.12254
557.145,550.0,564.29,3.0618e-05
571.4300000000001,564.29,578.57,0.02725
585.715,578.57,592.86,-
600.0,592.86,607.14,0.076743
614.285,607.14,621.43,0.05128
628.5699999999999,621.43,635.71,-
642.855,635.71,650.0,-
657.145,650.0,664.29,-
671.4300000000001,664.29,678.57,-
685.715,678.57,692.86,-
700.0,692.86,707.14,-
714.285,707.14,721.43,-
728.5699999999999,721.43,735.71,-
742.855,735.71,750.0,-
757.145,750.0,764.29,-
771.4300000000001,764.29,778.57,-
785.715,778.57,792.86,-
800.0,792.86,807.14,-
814.285,807.14,821.43,-
828.5699999999999,821.43,835.71,-
842.855,835.71,850.0,-
857.145,850.0,864.29,-
871.4300000000001,864.29,878.57,-
885.715,878.57,892.86,-
900.0,892.86,907.14,-
914.285,907.14,921.43,-
928.5699999999999,921.43,935.71,-
942.855,935.71,950.0,-
957.145,950.0,964.29,-
971.4300000000001,964.29,978.57,-
985.715,978.57,992.86,-
999.98,992.86,1007.1,-
1014.25,1007.1,1021.4,-
1028.55,1021.4,1035.7,-
1042.85,1035.7,1050.0,-
1057.15,1050.0,1064.3,-
1071.4499999999998,1064.3,1078.6,-
1085.75,1078.6,1092.9,-
1100.0,1092.9,1107.1,-
1114.25,1107.1,1121.4,-
1128.5500000000002,1121.4,1135.7,-
1142.85,1135.7,1150.0,-
1157.15,1150.0,1164.3,-
1171.4499999999998,1164.3,1178.6,-
1185.75,1178.6,1192.9,-
1200.0,1192.9,1207.1,-
1214.25,1207.1,1221.4,-
1228.5500000000002,1221.4,1235.7,-
1242.85,1235.7,1250.0,-
1257.15,1250.0,1264.3,-
1271.4499999999998,1264.3,1278.6,-
1285.75,1278.6,1292.9,-
1300.0,1292.9,1307.1,-
1314.25,1307.1,1321.4,-
1328.5500000000002,1321.4,1335.7,-
1342.85,1335.7,1350.0,-
1357.15,1350.0,1364.3,-
1371.4499999999998,1364.3,1378.6,-
1385.75,1378.6,1392.9,-
1400.0,1392.9,1407.1,-
1414.25,1407.1,1421.4,-
1428.5500000000002,1421.4,1435.7,-
1442.85,1435.7,1450.0,-

#: SQRT(S) [GeV],,,13000
#: LUMINOSITY [fb$^{-1}$],,,126
#: Process,,,Scalar signal $m(X)$ = 600 GeV
Corrected $m(HH)$ [GeV],Corrected $m(HH)$ [GeV] LOW,Corrected $m(HH)$ [GeV] HIGH,Scalar signal $m(X)$ = 600 GeV
257.145,250.0,264.29,-
271.43,264.29,278.57,-
285.71500000000003,278.57,292.86,-
300.0,292.86,307.14,-
314.28499999999997,307.14,321.43,0.013201
328.57,321.43,335.71,-
342.855,335.71,350.0,-
357.145,350.0,364.29,0.011548
371.43,364.29,378.57,-
385.71500000000003,378.57,392.86,0.018261
400.0,392.86,407.14,-
414.28499999999997,407.14,421.43,-
428.57,421.43,435.71,0.016452
442.855,435.71,450.0,0.048881
457.145,450.0,464.29,-
471.43,464.29,478.57,-
485.71500000000003,478.57,492.86,0.035651
500.0,492.86,507.14,0.048979
514.285,507.14,521.43,0.16608
528.5699999999999,521.43,535.71,0.36403
542.855,535.71,550.0,1.0104
557.145,550.0,564.29,2.2999
571.4300000000001,564.29,578.57,7.1314
585.715,578.57,592.86,17.39
600.0,592.86,607.14,24.033
614.285,607.14,621.43,15.483
628.5699999999999,621.43,635.71,7.3484
642.855,635.71,650.0,3.0153
657.145,650.0,664.29,1.2894
671.4300000000001,664.29,678.57,0.34748
685.715,678.57,692.86,0.1698
700.0,692.86,707.14,0.070664
714.285,707.14,721.43,0.098061
728.5699999999999,721.43,735.71,0.025697
742.855,735.71,750.0,0.030748
757.145,750.0,764.29,0.00076819
771.4300000000001,764.29,778.57,-
785.715,778.57,792.86,-
800.0,792.86,807.14,-
814.285,807.14,821.43,-
828.5699999999999,821.43,835.71,-
842.855,835.71,850.0,-
857.145,850.0,864.29,-
871.4300000000001,864.29,878.57,-
885.715,878.57,892.86,-
900.0,892.86,907.14,-
914.285,907.14,921.43,-
928.5699999999999,921.43,935.71,-
942.855,935.71,950.0,0.013049
957.145,950.0,964.29,-
971.4300000000001,964.29,978.57,-
985.715,978.57,992.86,-
999.98,992.86,1007.1,-
1014.25,1007.1,1021.4,-
1028.55,1021.4,1035.7,-
1042.85,1035.7,1050.0,-
1057.15,1050.0,1064.3,-
1071.4499999999998,1064.3,1078.6,-
1085.75,1078.6,1092.9,-
1100.0,1092.9,1107.1,-
1114.25,1107.1,1121.4,-
1128.5500000000002,1121.4,1135.7,-
1142.85,1135.7,1150.0,-
1157.15,1150.0,1164.3,-
1171.4499999999998,1164.3,1178.6,-
1185.75,1178.6,1192.9,-
1200.0,1192.9,1207.1,-
1214.25,1207.1,1221.4,-
1228.5500000000002,1221.4,1235.7,-
1242.85,1235.7,1250.0,-
1257.15,1250.0,1264.3,-
1271.4499999999998,1264.3,1278.6,-
1285.75,1278.6,1292.9,-
1300.0,1292.9,1307.1,-
1314.25,1307.1,1321.4,-
1328.5500000000002,1321.4,1335.7,-
1342.85,1335.7,1350.0,-
1357.15,1350.0,1364.3,-
1371.4499999999998,1364.3,1378.6,-
1385.75,1378.6,1392.9,-
1400.0,1392.9,1407.1,-
1414.25,1407.1,1421.4,-
1428.5500000000002,1421.4,1435.7,-
1442.85,1435.7,1450.0,-

#: SQRT(S) [GeV],,,13000
#: LUMINOSITY [fb$^{-1}$],,,126
#: Process,,,Scalar signal $m(X)$ = 1000 GeV
Corrected $m(HH)$ [GeV],Corrected $m(HH)$ [GeV] LOW,Corrected $m(HH)$ [GeV] HIGH,Scalar signal $m(X)$ = 1000 GeV
257.145,250.0,264.29,-
271.43,264.29,278.57,-
285.71500000000003,278.57,292.86,-
300.0,292.86,307.14,-
314.28499999999997,307.14,321.43,-
328.57,321.43,335.71,-
342.855,335.71,350.0,-
357.145,350.0,364.29,-
371.43,364.29,378.57,0.001703
385.71500000000003,378.57,392.86,-
400.0,392.86,407.14,-
414.28499999999997,407.14,421.43,-
428.57,421.43,435.71,-
442.855,435.71,450.0,0.0032142
457.145,450.0,464.29,-
471.43,464.29,478.57,0.0025831
485.71500000000003,478.57,492.86,-
500.0,492.86,507.14,-
514.285,507.14,521.43,0.00057083
528.5699999999999,521.43,535.71,0.0061835
542.855,535.71,550.0,0.0048873
557.145,550.0,564.29,-
571.4300000000001,564.29,578.57,0.0024823
585.715,578.57,592.86,-
600.0,592.86,607.14,0.00076986
614.285,607.14,621.43,0.0027438
628.5699999999999,621.43,635.71,0.0029567
642.855,635.71,650.0,0.0011865
657.145,650.0,664.29,0.0031829
671.4300000000001,664.29,678.57,0.0029523
685.715,678.57,692.86,0.0023624
700.0,692.86,707.14,-
714.285,707.14,721.43,-
728.5699999999999,721.43,735.71,-
742.855,735.71,750.0,0.0056571
757.145,750.0,764.29,-
771.4300000000001,764.29,778.57,0.0018263
785.715,778.57,792.86,-
800.0,792.86,807.14,0.0076983
814.285,807.14,821.43,0.01523
828.5699999999999,821.43,835.71,0.017162
842.855,835.71,850.0,0.013446
857.145,850.0,864.29,0.045013
871.4300000000001,864.29,878.57,0.076187
885.715,878.57,892.86,0.16504
900.0,892.86,907.14,0.24716
914.285,907.14,921.43,0.49311
928.5699999999999,921.43,935.71,1.0069
942.855,935.71,950.0,1.8103
957.145,950.0,964.29,2.9503
971.4300000000001,964.29,978.57,4.2258
985.715,978.57,992.86,4.3577
999.98,992.86,1007.1,3.5823
1014.25,1007.1,1021.4,2.3714
1028.55,1021.4,1035.7,1.5216
1042.85,1035.7,1050.0,0.83762
1057.15,1050.0,1064.3,0.47459
1071.4499999999998,1064.3,1078.6,0.29596
1085.75,1078.6,1092.9,0.14503
1100.0,1092.9,1107.1,0.078939
1114.25,1107.1,1121.4,0.038481
1128.5500000000002,1121.4,1135.7,0.019032
1142.85,1135.7,1150.0,0.014186
1157.15,1150.0,1164.3,-
1171.4499999999998,1164.3,1178.6,0.0048272
1185.75,1178.6,1192.9,0.0012803
1200.0,1192.9,1207.1,-
1214.25,1207.1,1221.4,-
1228.5500000000002,1221.4,1235.7,-
1242.85,1235.7,1250.0,-
1257.15,1250.0,1264.3,-
1271.4499999999998,1264.3,1278.6,-
1285.75,1278.6,1292.9,-
1300.0,1292.9,1307.1,-
1314.25,1307.1,1321.4,-
1328.5500000000002,1321.4,1335.7,-
1342.85,1335.7,1350.0,-
1357.15,1350.0,1364.3,-
1371.4499999999998,1364.3,1378.6,-
1385.75,1378.6,1392.9,-
1400.0,1392.9,1407.1,-
1414.25,1407.1,1421.4,-
1428.5500000000002,1421.4,1435.7,-
1442.85,1435.7,1450.0,-

